instance family sat lad snd vf2 sequential no-backjumping no-all-diff no-supplementals full-all-diff threaded
meshes-CVIU11-3-242 10 1 9277 278713 1e8 1e8 1e8 1e8 1e8 1e8 1e8
meshes-CVIU11-3-246 10 0 871 2932 1e8 2035 1924 2032 40 7553 239
meshes-CVIU11-3-251 10 0 100 1075 1e8 387 387 432 5 1222 32
meshes-CVIU11-3-289 10 0 024 667 1e8 151 146 157 5 360 15
meshes-CVIU11-3-290 10 0 158 6319 1e8 211 208 212 69 99927 31
meshes-CVIU11-3-313 10 1 3795638 1595764 1e8 1e8 1e8 1e8 1e8 1e8 1e8
meshes-CVIU11-3-325 10 0 129 627 1e8 279 275 280 3 697 20
meshes-CVIU11-3-35 10 0 163 2074 1e8 1239 791 681 12 3201 76
meshes-CVIU11-3-357 10 0 099 1034 1e8 372 371 373 5 1103 28
meshes-CVIU11-3-381 10 0 000 765 4 258 260 257 11 441 22
meshes-CVIU11-3-408 10 0 007 795 1e8 183 181 186 3 326 15
meshes-CVIU11-3-431 10 0 011 3624 227 6049 5920 6032 134 8158 610
meshes-CVIU11-3-434 10 1 22910083 4041351 1e8 1e8 1e8 1e8 18590185 1e8 1e8
meshes-CVIU11-3-448 10 0 2476 5061 1e8 5160 4950 5092 89 8000 513
meshes-CVIU11-3-45 10 0 970 2797 1e8 2500 1789 1765 47 5498 185
meshes-CVIU11-3-457 10 0 000 1046 31 1268 1224 1236 26 1846 134
meshes-CVIU11-3-484 10 0 5387 8362 1e8 9069 8762 8974 170 16115 859
meshes-CVIU11-3-501 10 0 7150 7935 1e8 11004 10712 11016 130 24431 1037
meshes-CVIU11-3-503 10 0 374 3675 1e8 1473 1385 1462 63 18646 198
meshes-CVIU11-3-511 10 0 010 3271 160 9772 9141 9922 167 13042 772
meshes-CVIU11-3-512 10 0 5141 140756 1e8 1e8 1e8 1e8 1e8 1e8 1e8
meshes-CVIU11-3-513 10 0 004 1369 23048 266 264 266 23 395 68
meshes-CVIU11-3-526 10 0 462 2057 1e8 871 875 883 17 4884 90
meshes-CVIU11-3-59 10 0 001 806 11 606 610 607 16 1039 70
meshes-CVIU11-3-7 10 0 000 577 6 199 201 346 10 343 17
meshes-CVIU11-3-97 10 0 2327 7534 1e8 7799 7619 7828 126 12158 814
meshes-CVIU11-3-98 10 0 057 7774 1e8 7095 6914 7239 175 8360 668
meshes-CVIU11-4-114 10 0 000 13963 15 174 172 173 10 239 59
meshes-CVIU11-4-129 10 0 018 1009224 266 18066 18066 17272 1044 21782 1562
meshes-CVIU11-4-135 10 0 000 1339 1 24 24 24 1 34 13
meshes-CVIU11-4-166 10 0 000 626 0 9 9 9 1 13 10
meshes-CVIU11-4-168 10 0 003 16912 22 381 384 380 23 516 144
meshes-CVIU11-4-206 10 0 017 1159397 483 8969 8940 8573 442 10390 986
meshes-CVIU11-4-213 10 0 000 2768 3 41 41 40 5 56 18
meshes-CVIU11-4-228 10 0 011 674872 235 6151 6213 5972 388 7103 788
meshes-CVIU11-4-248 10 0 002 21628 15 394 393 394 20 537 115
meshes-CVIU11-4-268 10 0 013 623658 126 8048 8040 7989 801 10171 929
meshes-CVIU11-4-311 10 0 068 677174 191 14746 14636 14631 2214 16309 1210
meshes-CVIU11-4-313 10 0 007 225473 97 2464 2477 2445 142 3215 373
meshes-CVIU11-4-325 10 0 000 1045 1 26 24 21 4 31 14
meshes-CVIU11-4-341 10 0 001 2353 3 100 106 99 7 145 34
meshes-CVIU11-4-387 10 0 002 26774 23 412 412 379 29 495 107
meshes-CVIU11-4-441 10 0 006 263433 99 3311 3319 3309 86 4171 463
meshes-CVIU11-4-45 10 0 003 47076 20 593 626 593 27 798 152
meshes-CVIU11-4-46 10 0 001 9918 10 169 174 171 10 230 61
meshes-CVIU11-4-471 10 0 009 484330 207 4692 4692 4679 258 6176 587
meshes-CVIU11-4-487 10 0 011 1033362 187 12463 12138 12395 214 15862 1239
meshes-CVIU11-4-501 10 0 009 353222 113 7196 7270 7182 2149 8834 860
meshes-CVIU11-4-80 10 0 005 351432 161 2870 2846 2856 121 3718 451
meshes-CVIU11-5-102 10 0 029 341550 157 5068 5089 5092 95 6692 650
meshes-CVIU11-5-115 10 0 004 4058 5 76 79 54 3 73 20
meshes-CVIU11-5-121 10 0 004 1293 2 20 18 20 2 26 14
meshes-CVIU11-5-147 10 0 010 65946 31 422 422 422 26 570 125
meshes-CVIU11-5-148 10 0 007 192675 53 1250 1251 1244 52 1690 278
meshes-CVIU11-5-163 10 0 038 188556 48 1966 1976 1973 49 2669 348
meshes-CVIU11-5-182 10 0 009 24081 17 273 270 274 13 372 85
meshes-CVIU11-5-188 10 0 023 75339 37 1227 1231 1233 32 1583 245
meshes-CVIU11-5-191 10 0 347 15155823 1062 27114 26756 28126 2083 38120 3090
meshes-CVIU11-5-200 10 0 008 7848 8 109 111 109 5 152 53
meshes-CVIU11-5-212 10 0 004 52803 52 1125 1129 1137 26 1386 217
meshes-CVIU11-5-216 10 0 001 6904 6 120 122 120 7 164 50
meshes-CVIU11-5-223 10 0 004 148909 93 2945 2936 2936 52 3710 425
meshes-CVIU11-5-244 10 0 015 102036 373 1499 1505 1498 40 1958 243
meshes-CVIU11-5-283 10 0 012 618906 167 7458 7386 7702 147 8948 895
meshes-CVIU11-5-286 10 0 008 5678 4 82 85 83 4 115 29
meshes-CVIU11-5-304 10 0 000 6708 8 33 33 33 7 51 15
meshes-CVIU11-5-306 10 0 099 2098228 499 18400 17582 17598 328 21568 1482
meshes-CVIU11-5-315 10 0 000 2336 2 31 30 31 2 44 14
meshes-CVIU11-5-333 10 0 028 186606 75 2052 2060 2155 55 2832 333
meshes-CVIU11-5-34 10 0 037 375601 101 4213 4236 4198 78 5328 592
meshes-CVIU11-5-36 10 0 012 552006 114 3744 3767 3757 129 4815 537
meshes-CVIU11-5-409 10 0 005 2071 3 33 32 32 2 45 15
meshes-CVIU11-5-433 10 0 020 124293 71 1410 1408 1410 40 1844 253
meshes-CVIU11-5-464 10 0 071 1125848 188 10162 10257 10204 189 13862 1116
meshes-CVIU11-5-468 10 0 004 67738 25 694 699 697 22 910 165
meshes-CVIU11-5-488 10 0 026 519570 203 2451 2456 2437 106 3141 412
meshes-CVIU11-5-517 10 0 018 1549265 297 7815 8008 8013 216 10142 1006
meshes-CVIU11-5-59 10 0 006 17725 31 210 214 209 10 285 65
meshes-CVIU11-5-73 10 0 014 30166 23 443 441 443 14 581 129
meshes-CVIU11-5-99 10 0 048 1001426 291 10733 10187 10688 220 11983 1107
meshes-CVIU11-6-102 10 0 080 424585 107 12200 12310 12145 373 18764 1534
meshes-CVIU11-6-150 10 0 016 677455 175 6534 6751 6564 266 7991 711
meshes-CVIU11-6-151 10 0 000 19547 12 139 141 139 21 188 46
meshes-CVIU11-6-163 10 0 075 185317 60 3471 3453 3461 116 5194 519
meshes-CVIU11-6-194 10 0 006 110674 31 1145 1143 1144 68 1431 213
meshes-CVIU11-6-211 10 0 001 24447 14 253 257 252 26 337 74
meshes-CVIU11-6-265 10 0 000 8313 6 103 106 105 6 144 45
meshes-CVIU11-6-293 10 0 000 3112 2 24 24 25 2 35 15
meshes-CVIU11-6-303 10 0 003 122465 58 1043 1039 1046 80 1378 244
meshes-CVIU11-6-306 10 0 018 2116313 450 19314 17817 17864 591 20932 1453
meshes-CVIU11-6-314 10 0 023 1363477 372 24444 24228 23672 351 28310 2083
meshes-CVIU11-6-325 10 0 000 1506 2 28 28 28 5 41 15
meshes-CVIU11-6-338 10 0 000 1907 1 11 11 11 2 16 9
meshes-CVIU11-6-345 10 0 000 12027 7 121 123 120 16 169 47
meshes-CVIU11-6-400 10 0 038 60125 20 1534 1535 1528 89 2405 276
meshes-CVIU11-6-438 10 0 013 688114 143 4634 4656 4635 223 4776 596
meshes-CVIU11-6-443 10 0 002 204994 76 1502 1503 1503 98 1989 236
meshes-CVIU11-6-485 10 0 021 17380 11 163 167 163 87 226 55
meshes-CVIU11-6-498 10 0 000 3812 2 41 42 42 6 60 19
meshes-CVIU11-6-523 10 0 000 5285 4 34 33 34 4 49 14
meshes-CVIU11-6-528 10 0 022 1349539 377 14383 14404 14339 1738 17611 1284
meshes-CVIU11-6-56 10 0 018 10978 5 357 369 357 17 569 88
meshes-CVIU11-6-58 10 0 001 3504 3 40 38 38 3 55 16
meshes-CVIU11-6-65 10 0 026 1504427 274 21535 22707 21432 1123 26283 1810
meshes-CVIU11-6-68 10 0 016 1028289 217 16903 16843 17416 1114 21019 1791
meshes-CVIU11-6-77 10 0 005 212957 53 1738 1735 1732 208 2280 365
meshes-CVIU11-6-81 10 0 002 18395 12 375 388 379 54 564 92
PR15-1 9 1 1577 675489 1086 745 745 749 215 8488 844
PR15-2 9 1 40503 1824160 347 6346 6328 6352 631 8385 2937
PR15-3 9 1 190 842840 564 9127 9089 9078 199 15884 1692
PR15-4 9 1 1061 30702 302 672 682 675 194 1181 1307
PR15-5 9 1 349 4035791 354 1661 1675 1782 1512 2922 963
PR15-6 9 1 2534 609612 478 4676 4601 4651 217 8081 1244
PR15-7 9 1 4569 433699 644 4538 4502 4528 247 17547 1220
PR15-8 9 1 758 21739 186 1661 1668 1661 420 2864 1195
PR15-9 9 1 12519 341545 221 3062 3010 3063 289 9575 1551
PR15-10 9 1 1121 31022 302 1683 1691 1744 195 2933 1457
PR15-11 9 1 617 21953 299 3654 3656 3643 419 6327 1641
PR15-12 9 1 2233 517982 205 3141 3154 3145 798 5483 1471
PR15-13 9 1 1686 256115 12537 2929 2883 2908 207 6339 1117
PR15-14 9 1 13647 603081 308 3276 3211 3277 273 11967 1117
PR15-15 9 1 1635 278587 305 12707 12572 13386 212 24408 1994
PR15-16 9 1 473 15569 185 1165 1182 1171 192 2001 1161
PR15-17 9 1 856 26616 304 9175 9271 9186 193 15940 2283
PR15-18 9 1 11366 785765 222 6630 6661 6630 520 11538 1422
PR15-19 9 1 1260 45059 187 1660 1666 1654 798 2865 1481
PR15-20 9 1 978 27802 301 2182 2187 2184 192 3871 1208
PR15-21 9 1 086 1109293 490 1657 1671 1656 427 2908 990
PR15-22 9 1 1538 90223 189 2710 2722 2709 204 4844 1383
PR15-23 9 1 3242 471270 374 1655 1662 1800 729 2860 1080
PR15-24 9 1 8908 687071 510 730 732 728 410 4934 844
